city_id,country_id,forecast_time,temperature,forecast,rain_in_last_3h,wind_speed,retrieval_time
2,31,2024-01-19,285.79,Clouds,0,7.98,2024-01-18
2,31,2024-01-19,285.67,Clouds,0,7.81,2024-01-18
2,31,2024-01-19,284.94,Rain,0.33,7.73,2024-01-18
2,31,2024-01-19,283.17,Rain,3.56,11.17,2024-01-18
2,31,2024-01-19,281.78,Rain,5.1,12.14,2024-01-18
2,31,2024-01-20,281.18,Rain,4.36,10.85,2024-01-18
2,31,2024-01-20,282.19,Rain,0.62,14.05,2024-01-18
2,31,2024-01-20,282.68,Clouds,0,17.58,2024-01-18
2,31,2024-01-20,285.07,Rain,0.22,12.7,2024-01-18
2,31,2024-01-20,284.2,Rain,0.1,8.97,2024-01-18
2,31,2024-01-20,283.91,Clear,0,6.92,2024-01-18
2,31,2024-01-20,282.82,Clear,0,7.4,2024-01-18
2,31,2024-01-20,283.3,Clear,0,8.09,2024-01-18
2,31,2024-01-21,282.68,Clear,0,5.21,2024-01-18
2,31,2024-01-21,282.59,Clear,0,3.41,2024-01-18
2,31,2024-01-21,282.51,Clear,0,2.06,2024-01-18
2,31,2024-01-21,283.75,Clear,0,1.73,2024-01-18
2,31,2024-01-21,284.69,Clear,0,2.48,2024-01-18
2,31,2024-01-21,284.59,Clouds,0,2.5,2024-01-18
2,31,2024-01-21,284.22,Clouds,0,2.16,2024-01-18
2,31,2024-01-21,284.22,Clear,0,4.29,2024-01-18
2,31,2024-01-22,283.97,Clear,0,4.52,2024-01-18
2,31,2024-01-22,284,Clear,0,3.62,2024-01-18
2,31,2024-01-22,284.28,Clear,0,3.42,2024-01-18
2,31,2024-01-22,285.56,Clear,0,5.27,2024-01-18
2,31,2024-01-22,287.1,Clear,0,6.38,2024-01-18
2,31,2024-01-22,287.04,Clouds,0,4,2024-01-18
2,31,2024-01-22,286.11,Clouds,0,3.37,2024-01-18
2,31,2024-01-22,285.78,Clouds,0,2.95,2024-01-18
2,31,2024-01-23,286.19,Clouds,0,2.3,2024-01-18
2,31,2024-01-23,285.9,Clouds,0,3.17,2024-01-18
2,31,2024-01-23,285.91,Clouds,0,3.35,2024-01-18
3,21,2024-01-18,272.64,Clouds,0,3.97,2024-01-18
3,21,2024-01-18,272.99,Clouds,0,2.75,2024-01-18
3,21,2024-01-18,273.54,Clouds,0,2.98,2024-01-18
3,21,2024-01-18,271.11,Clouds,0,1.89,2024-01-18
3,21,2024-01-18,270.07,Clouds,0,1.82,2024-01-18
3,21,2024-01-19,269.81,Clouds,0,1.75,2024-01-18
3,21,2024-01-19,269.65,Clouds,0,1.34,2024-01-18
3,21,2024-01-19,269.49,Clouds,0,0.92,2024-01-18
3,21,2024-01-19,271.06,Clear,0,0.96,2024-01-18
3,21,2024-01-19,273.63,Clear,0,1.09,2024-01-18
3,21,2024-01-19,273.59,Clouds,0,0.83,2024-01-18
3,21,2024-01-19,270.63,Clouds,0,0.74,2024-01-18
3,21,2024-01-19,269.94,Clouds,0,0.63,2024-01-18
3,21,2024-01-20,269.72,Clouds,0,0.48,2024-01-18
3,21,2024-01-20,269.54,Clouds,0,0.77,2024-01-18
3,21,2024-01-20,269.33,Clouds,0,0.62,2024-01-18
3,21,2024-01-20,270.71,Clouds,0,1.29,2024-01-18
3,21,2024-01-20,273.52,Clouds,0,1.86,2024-01-18
3,21,2024-01-20,273.41,Clouds,0,1.2,2024-01-18
3,21,2024-01-20,270.81,Clouds,0,1.54,2024-01-18
3,21,2024-01-20,271.6,Clouds,0,2.14,2024-01-18
3,21,2024-01-21,272.25,Clouds,0,2.82,2024-01-18
3,21,2024-01-21,272.31,Clouds,0,2.72,2024-01-18
3,21,2024-01-21,272.66,Clouds,0,3.07,2024-01-18
3,21,2024-01-21,274.42,Clouds,0,3.91,2024-01-18
3,21,2024-01-21,275.66,Clouds,0,4.64,2024-01-18
3,21,2024-01-21,276.92,Clouds,0,5.53,2024-01-18
3,21,2024-01-21,277.8,Clouds,0,6.28,2024-01-18
3,21,2024-01-21,279.15,Clouds,0,7.68,2024-01-18
3,21,2024-01-22,280.7,Rain,0.63,8.88,2024-01-18
3,21,2024-01-22,281.61,Rain,2.04,10.34,2024-01-18
3,21,2024-01-22,282.14,Rain,0.8,10.16,2024-01-18
3,21,2024-01-22,283.7,Rain,1.63,8.1,2024-01-18
3,21,2024-01-22,284.29,Rain,2.78,8.61,2024-01-18
3,21,2024-01-22,283.77,Clear,0,7.43,2024-01-18
3,21,2024-01-22,281.69,Clouds,0,6.33,2024-01-18
3,21,2024-01-22,280.61,Clouds,0,5.86,2024-01-18
3,21,2024-01-23,279.75,Clouds,0,5.19,2024-01-18
3,21,2024-01-23,280.26,Clouds,0,5.43,2024-01-18
3,21,2024-01-23,280.14,Rain,0.98,4.76,2024-01-18
4,30,2024-01-18,267.79,Clouds,0,1.84,2024-01-18
4,30,2024-01-18,270.24,Clouds,0,3.02,2024-01-18
4,30,2024-01-18,270.9,Snow,0,2.07,2024-01-18
4,30,2024-01-18,269.96,Clouds,0,2.27,2024-01-18
4,30,2024-01-18,271.1,Clouds,0,3.65,2024-01-18
4,30,2024-01-19,272.54,Snow,0,4.94,2024-01-18
4,30,2024-01-19,272.93,Snow,0,5.69,2024-01-18
4,30,2024-01-19,272.86,Snow,0,5.53,2024-01-18
4,30,2024-01-19,273.17,Snow,0,2.96,2024-01-18
4,30,2024-01-19,274.77,Clouds,0,4.97,2024-01-18
4,30,2024-01-19,274.48,Snow,0,5.54,2024-01-18
4,30,2024-01-19,274.05,Clouds,0,6.98,2024-01-18
4,30,2024-01-19,273.55,Clouds,0,7.19,2024-01-18
4,30,2024-01-20,273.53,Clouds,0,7.55,2024-01-18
4,30,2024-01-20,274.6,Clouds,0,7.97,2024-01-18
4,30,2024-01-20,274.83,Clouds,0,7.33,2024-01-18
4,30,2024-01-20,274.33,Clouds,0,6.48,2024-01-18
4,30,2024-01-20,275.29,Clouds,0,5.73,2024-01-18
4,30,2024-01-20,274.52,Clouds,0,4.69,2024-01-18
4,30,2024-01-20,272.74,Clouds,0,4.55,2024-01-18
4,30,2024-01-20,271.46,Clouds,0,4.16,2024-01-18
4,30,2024-01-21,272.27,Clouds,0,4.5,2024-01-18
4,30,2024-01-21,273.01,Clouds,0,4.88,2024-01-18
4,30,2024-01-21,273.13,Clouds,0,4.75,2024-01-18
4,30,2024-01-21,274.64,Snow,0,5.64,2024-01-18
4,30,2024-01-21,276.41,Snow,0,6.39,2024-01-18
4,30,2024-01-21,275.93,Clouds,0,6.3,2024-01-18
4,30,2024-01-21,276.33,Clouds,0,6.57,2024-01-18
4,30,2024-01-21,277.29,Clouds,0,8.27,2024-01-18
4,30,2024-01-22,279.08,Clouds,0,8.92,2024-01-18
4,30,2024-01-22,279.71,Rain,0.59,9.71,2024-01-18
4,30,2024-01-22,281.49,Rain,1.53,10.61,2024-01-18
4,30,2024-01-22,281.42,Clouds,0,10.18,2024-01-18
4,30,2024-01-22,281.84,Rain,0.98,8.4,2024-01-18
4,30,2024-01-22,280.49,Rain,0.38,7.74,2024-01-18
4,30,2024-01-22,279.9,Rain,0.13,7.96,2024-01-18
4,30,2024-01-22,278.98,Rain,0.26,8.27,2024-01-18
4,30,2024-01-23,278.88,Rain,0.2,8.21,2024-01-18
4,30,2024-01-23,279.09,Rain,0.17,7.62,2024-01-18
4,30,2024-01-23,278.95,Rain,0.15,7.1,2024-01-18
5,31,2024-01-18,288.82,Clouds,0,7.65,2024-01-18
5,31,2024-01-18,289.31,Clouds,0,9.08,2024-01-18
5,31,2024-01-18,289.89,Clouds,0,8.56,2024-01-18
5,31,2024-01-18,290.04,Clouds,0,7.9,2024-01-18
5,31,2024-01-18,288.93,Clouds,0,7.85,2024-01-18
5,31,2024-01-19,287.42,Clouds,0,3.33,2024-01-18
5,31,2024-01-19,286.05,Clouds,0,3.2,2024-01-18
5,31,2024-01-19,285.45,Clouds,0,3.38,2024-01-18
5,31,2024-01-19,283.71,Rain,3.71,7.68,2024-01-18
5,31,2024-01-19,283.05,Rain,2.42,5.79,2024-01-18
5,31,2024-01-19,282.26,Rain,3.76,6.13,2024-01-18
5,31,2024-01-19,281.89,Rain,2.49,6.35,2024-01-18
5,31,2024-01-19,281.11,Rain,3.31,4.62,2024-01-18
5,31,2024-01-20,281.73,Rain,0.62,1.97,2024-01-18
5,31,2024-01-20,282.39,Rain,0.17,4.98,2024-01-18
5,31,2024-01-20,281.33,Clouds,0,2.28,2024-01-18
5,31,2024-01-20,280.82,Clear,0,2.87,2024-01-18
5,31,2024-01-20,283.18,Clear,0,3.25,2024-01-18
5,31,2024-01-20,284.21,Clear,0,3.28,2024-01-18
5,31,2024-01-20,283.37,Clear,0,2.94,2024-01-18
5,31,2024-01-20,282.52,Clear,0,1.07,2024-01-18
5,31,2024-01-21,281.89,Clear,0,1.79,2024-01-18
5,31,2024-01-21,281.05,Clear,0,2.14,2024-01-18
5,31,2024-01-21,280.56,Clear,0,2.52,2024-01-18
5,31,2024-01-21,281.06,Clouds,0,2.17,2024-01-18
5,31,2024-01-21,283.65,Clouds,0,2.22,2024-01-18
5,31,2024-01-21,285.09,Clouds,0,2.47,2024-01-18
5,31,2024-01-21,284.14,Clouds,0,3.13,2024-01-18
5,31,2024-01-21,283.33,Clouds,0,3.63,2024-01-18
5,31,2024-01-22,282.08,Clouds,0,3.2,2024-01-18
5,31,2024-01-22,281.62,Clouds,0,3.42,2024-01-18
5,31,2024-01-22,281.72,Clouds,0,3.78,2024-01-18
5,31,2024-01-22,282.61,Clouds,0,3.76,2024-01-18
5,31,2024-01-22,285.38,Clouds,0,4.09,2024-01-18
5,31,2024-01-22,286.8,Clouds,0,3.28,2024-01-18
5,31,2024-01-22,285.61,Clouds,0,1.87,2024-01-18
5,31,2024-01-22,284.53,Clouds,0,2.92,2024-01-18
5,31,2024-01-23,283.91,Clouds,0,1.87,2024-01-18
5,31,2024-01-23,283.54,Clouds,0,1.75,2024-01-18
5,31,2024-01-23,283.53,Clouds,0,1.9,2024-01-18
6,30,2024-01-18,277.96,Clouds,0,3.11,2024-01-18
6,30,2024-01-18,278.19,Rain,0.3,3.78,2024-01-18
6,30,2024-01-18,277.23,Rain,1.06,6.1,2024-01-18
6,30,2024-01-18,271.62,Snow,0,4.26,2024-01-18
6,30,2024-01-18,271.24,Snow,0,2.97,2024-01-18
6,30,2024-01-19,270.87,Snow,0,2.02,2024-01-18
6,30,2024-01-19,270.27,Snow,0,2.01,2024-01-18
6,30,2024-01-19,268.87,Clouds,0,1.67,2024-01-18
6,30,2024-01-19,270.5,Clouds,0,2.81,2024-01-18
6,30,2024-01-19,272.56,Snow,0,3.13,2024-01-18
6,30,2024-01-19,271.38,Snow,0,1.98,2024-01-18
6,30,2024-01-19,267.57,Clouds,0,1.61,2024-01-18
6,30,2024-01-19,266.83,Clouds,0,1.34,2024-01-18
6,30,2024-01-20,266.38,Clouds,0,1.29,2024-01-18
6,30,2024-01-20,266.12,Clouds,0,1.35,2024-01-18
6,30,2024-01-20,265.62,Clear,0,0.98,2024-01-18
6,30,2024-01-20,269.1,Clear,0,1.34,2024-01-18
6,30,2024-01-20,272.59,Clear,0,1.72,2024-01-18
6,30,2024-01-20,271.33,Clear,0,1.83,2024-01-18
6,30,2024-01-20,268.14,Clear,0,2.05,2024-01-18
6,30,2024-01-20,267.13,Clear,0,2,2024-01-18
6,30,2024-01-21,266.41,Clear,0,1.72,2024-01-18
6,30,2024-01-21,265.97,Clear,0,1.74,2024-01-18
6,30,2024-01-21,265.37,Clouds,0,1.13,2024-01-18
6,30,2024-01-21,269.65,Clouds,0,1.69,2024-01-18
6,30,2024-01-21,275.03,Clouds,0,1.02,2024-01-18
6,30,2024-01-21,273.04,Clouds,0,0.83,2024-01-18
6,30,2024-01-21,269.83,Clouds,0,1.67,2024-01-18
6,30,2024-01-21,269.28,Clouds,0,1.77,2024-01-18
6,30,2024-01-22,269.47,Clouds,0,2.09,2024-01-18
6,30,2024-01-22,270.52,Clouds,0,2.37,2024-01-18
6,30,2024-01-22,271.76,Clouds,0,2.37,2024-01-18
6,30,2024-01-22,275.23,Clouds,0,2.29,2024-01-18
6,30,2024-01-22,276.93,Clouds,0,2.91,2024-01-18
6,30,2024-01-22,276.1,Rain,3.28,3.87,2024-01-18
6,30,2024-01-22,280.37,Rain,1.02,10.13,2024-01-18
6,30,2024-01-22,277.92,Rain,0.7,7.4,2024-01-18
6,30,2024-01-23,276.91,Clouds,0,7.64,2024-01-18
6,30,2024-01-23,276.29,Rain,0.19,6.85,2024-01-18
6,30,2024-01-23,276.13,Clouds,0,6,2024-01-18
7,51,2024-01-18,279.97,Clouds,0,0.69,2024-01-18
7,51,2024-01-18,281.59,Clouds,0,2.71,2024-01-18
7,51,2024-01-18,282.09,Clouds,0,3.71,2024-01-18
7,51,2024-01-18,282.67,Clouds,0,3.7,2024-01-18
7,51,2024-01-18,281.41,Clouds,0,2.14,2024-01-18
7,51,2024-01-19,281.17,Clouds,0,1.85,2024-01-18
7,51,2024-01-19,280.33,Clouds,0,1.51,2024-01-18
7,51,2024-01-19,279.7,Clouds,0,1.11,2024-01-18
7,51,2024-01-19,283.47,Clouds,0,1.53,2024-01-18
7,51,2024-01-19,286.16,Clouds,0,2.93,2024-01-18
7,51,2024-01-19,284.17,Clouds,0,1.54,2024-01-18
7,51,2024-01-19,282.4,Clouds,0,0.8,2024-01-18
7,51,2024-01-19,279.87,Clouds,0,2.65,2024-01-18
7,51,2024-01-20,276.31,Clouds,0,3.61,2024-01-18
7,51,2024-01-20,274.75,Clouds,0,3.53,2024-01-18
7,51,2024-01-20,273.39,Snow,0,3.39,2024-01-18
7,51,2024-01-20,272.89,Snow,0,3.06,2024-01-18
7,51,2024-01-20,272.94,Snow,0,2.01,2024-01-18
7,51,2024-01-20,271.82,Snow,0,1.83,2024-01-18
7,51,2024-01-20,271.14,Snow,0,1.5,2024-01-18
7,51,2024-01-20,270.87,Snow,0,1.84,2024-01-18
7,51,2024-01-21,270.35,Snow,0,1.4,2024-01-18
7,51,2024-01-21,268.74,Snow,0,0.79,2024-01-18
7,51,2024-01-21,265.67,Clouds,0,0.6,2024-01-18
7,51,2024-01-21,270.51,Clouds,0,0.71,2024-01-18
7,51,2024-01-21,272.63,Clouds,0,0.91,2024-01-18
7,51,2024-01-21,269.16,Clear,0,0.33,2024-01-18
7,51,2024-01-21,264.76,Clear,0,0.3,2024-01-18
7,51,2024-01-21,263.53,Clouds,0,0.14,2024-01-18
7,51,2024-01-22,262.99,Clouds,0,0.12,2024-01-18
7,51,2024-01-22,262.59,Clouds,0,0.32,2024-01-18
7,51,2024-01-22,262.3,Clouds,0,0.3,2024-01-18
7,51,2024-01-22,268.65,Clouds,0,0.1,2024-01-18
7,51,2024-01-22,271.76,Clouds,0,0.26,2024-01-18
7,51,2024-01-22,268.9,Clouds,0,0.29,2024-01-18
7,51,2024-01-22,265.28,Clear,0,0.54,2024-01-18
7,51,2024-01-22,264.41,Clear,0,0.67,2024-01-18
7,51,2024-01-23,264.07,Clouds,0,0.58,2024-01-18
7,51,2024-01-23,263.7,Clouds,0,0.73,2024-01-18
7,51,2024-01-23,264.42,Clouds,0,1.35,2024-01-18
8,30,2024-01-18,271.51,Clouds,0,1.8,2024-01-18
8,30,2024-01-18,272.08,Clouds,0,2.64,2024-01-18
8,30,2024-01-18,271.99,Clouds,0,1.73,2024-01-18
8,30,2024-01-18,268.19,Clouds,0,1.19,2024-01-18
8,30,2024-01-18,265.32,Clouds,0,0.71,2024-01-18
8,30,2024-01-19,264.62,Clouds,0,1.66,2024-01-18
8,30,2024-01-19,264.16,Clouds,0,1.35,2024-01-18
8,30,2024-01-19,265.03,Clouds,0,1.7,2024-01-18
8,30,2024-01-19,268.08,Clouds,0,0.78,2024-01-18
8,30,2024-01-19,272.73,Clouds,0,1.31,2024-01-18
8,30,2024-01-19,272.17,Clouds,0,0.4,2024-01-18
8,30,2024-01-19,268.1,Clouds,0,1.38,2024-01-18
8,30,2024-01-19,267.61,Clouds,0,1.84,2024-01-18
8,30,2024-01-20,266.16,Clouds,0,1.81,2024-01-18
8,30,2024-01-20,265.05,Clouds,0,1.83,2024-01-18
8,30,2024-01-20,264.58,Clouds,0,1.85,2024-01-18
8,30,2024-01-20,267.48,Clouds,0,1.98,2024-01-18
8,30,2024-01-20,272.81,Clouds,0,1.98,2024-01-18
8,30,2024-01-20,272.43,Clouds,0,1.49,2024-01-18
8,30,2024-01-20,268.54,Clouds,0,2.29,2024-01-18
8,30,2024-01-20,269.45,Clouds,0,2.63,2024-01-18
8,30,2024-01-21,270,Clouds,0,3.01,2024-01-18
8,30,2024-01-21,268.83,Clouds,0,2.7,2024-01-18
8,30,2024-01-21,269.35,Clouds,0,3.46,2024-01-18
8,30,2024-01-21,271.38,Clouds,0,4.13,2024-01-18
8,30,2024-01-21,275.05,Clouds,0,4.39,2024-01-18
8,30,2024-01-21,275.32,Clouds,0,4.58,2024-01-18
8,30,2024-01-21,275.69,Clouds,0,5.53,2024-01-18
8,30,2024-01-21,277.03,Clouds,0,5.84,2024-01-18
8,30,2024-01-22,278.42,Clouds,0,7.34,2024-01-18
8,30,2024-01-22,279.59,Rain,0.11,8.35,2024-01-18
8,30,2024-01-22,281.09,Rain,0.95,9.46,2024-01-18
8,30,2024-01-22,281.93,Rain,0.23,8.85,2024-01-18
8,30,2024-01-22,282.46,Rain,2.52,8.38,2024-01-18
8,30,2024-01-22,282.06,Rain,1.44,8.54,2024-01-18
8,30,2024-01-22,280.31,Rain,0.7,8.25,2024-01-18
8,30,2024-01-22,279.52,Rain,0.87,7.9,2024-01-18
8,30,2024-01-23,279.51,Rain,0.19,7.28,2024-01-18
8,30,2024-01-23,278.83,Clouds,0,6.07,2024-01-18
8,30,2024-01-23,278.48,Clouds,0,5.03,2024-01-18
9,16,2024-01-18,289.19,Rain,2.29,8.67,2024-01-18
9,16,2024-01-18,289.43,Rain,2.29,8.39,2024-01-18
9,16,2024-01-18,289.14,Rain,1.08,8.45,2024-01-18
9,16,2024-01-18,288.74,Rain,0.94,7.98,2024-01-18
9,16,2024-01-18,288.46,Rain,0.92,7.45,2024-01-18
9,16,2024-01-19,288.13,Rain,0.65,6.38,2024-01-18
9,16,2024-01-19,287.9,Rain,0.85,5.71,2024-01-18
9,16,2024-01-19,287.48,Rain,0.69,4.21,2024-01-18
9,16,2024-01-19,288.75,Rain,0.35,4.61,2024-01-18
9,16,2024-01-19,289.3,Rain,0.1,4.78,2024-01-18
9,16,2024-01-19,289,Rain,0.1,3.99,2024-01-18
9,16,2024-01-19,287.91,Clouds,0,2.03,2024-01-18
9,16,2024-01-19,287.37,Rain,0.23,1.97,2024-01-18
9,16,2024-01-20,287.06,Rain,2.23,0.69,2024-01-18
9,16,2024-01-20,286.97,Rain,1.02,1.56,2024-01-18
9,16,2024-01-20,283.2,Rain,5.56,6.63,2024-01-18
9,16,2024-01-20,281.17,Rain,1.48,7.33,2024-01-18
9,16,2024-01-20,280.66,Rain,1.52,6.81,2024-01-18
9,16,2024-01-20,280.73,Rain,0.73,7.97,2024-01-18
9,16,2024-01-20,280.54,Clouds,0,7.83,2024-01-18
9,16,2024-01-20,280.17,Clouds,0,7.32,2024-01-18
9,16,2024-01-21,279.62,Clouds,0,7.12,2024-01-18
9,16,2024-01-21,279.36,Clear,0,6.37,2024-01-18
9,16,2024-01-21,279.35,Clear,0,5.41,2024-01-18
9,16,2024-01-21,281.63,Clear,0,5.4,2024-01-18
9,16,2024-01-21,284.27,Clear,0,4.1,2024-01-18
9,16,2024-01-21,284.62,Clear,0,3.88,2024-01-18
9,16,2024-01-21,282.7,Clear,0,3.64,2024-01-18
9,16,2024-01-21,281.06,Clear,0,3.5,2024-01-18
9,16,2024-01-22,280.23,Clouds,0,2.56,2024-01-18
9,16,2024-01-22,279.97,Clouds,0,2.34,2024-01-18
9,16,2024-01-22,279.44,Clouds,0,2.19,2024-01-18
9,16,2024-01-22,281.27,Clear,0,1.83,2024-01-18
9,16,2024-01-22,283.54,Clear,0,1.57,2024-01-18
9,16,2024-01-22,283.57,Clear,0,2.36,2024-01-18
9,16,2024-01-22,282.79,Clear,0,0.84,2024-01-18
9,16,2024-01-22,283.27,Clouds,0,2.11,2024-01-18
9,16,2024-01-23,283.49,Clouds,0,2.78,2024-01-18
9,16,2024-01-23,283.36,Clouds,0,1.68,2024-01-18
9,16,2024-01-23,282.96,Clouds,0,1.18,2024-01-18
10,21,2024-01-18,285.14,Clouds,0,8.42,2024-01-18
10,21,2024-01-18,286.1,Clouds,0,7.24,2024-01-18
10,21,2024-01-18,286.7,Clouds,0,5.99,2024-01-18
10,21,2024-01-18,286.32,Clouds,0,4.87,2024-01-18
10,21,2024-01-18,286.06,Clouds,0,4.38,2024-01-18
10,21,2024-01-19,284.67,Clouds,0,12.83,2024-01-18
10,21,2024-01-19,280.5,Clouds,0,11.38,2024-01-18
10,21,2024-01-19,278.43,Clouds,0,11.42,2024-01-18
10,21,2024-01-19,278.03,Clouds,0,9.89,2024-01-18
10,21,2024-01-19,279.9,Clouds,0,9.1,2024-01-18
10,21,2024-01-19,280.48,Clouds,0,7.72,2024-01-18
10,21,2024-01-19,280.68,Clouds,0,5.62,2024-01-18
10,21,2024-01-19,281.31,Clouds,0,5.33,2024-01-18
10,21,2024-01-20,281.79,Clouds,0,3.04,2024-01-18
10,21,2024-01-20,279.53,Clouds,0,5.76,2024-01-18
10,21,2024-01-20,278.19,Clouds,0,3.5,2024-01-18
10,21,2024-01-20,278.82,Clear,0,1.48,2024-01-18
10,21,2024-01-20,281.48,Clear,0,4.23,2024-01-18
10,21,2024-01-20,281.58,Clouds,0,2.42,2024-01-18
10,21,2024-01-20,281.29,Clouds,0,2.48,2024-01-18
10,21,2024-01-20,280.89,Clear,0,0.59,2024-01-18
10,21,2024-01-21,280.71,Clear,0,0.63,2024-01-18
10,21,2024-01-21,280.25,Clear,0,0.66,2024-01-18
10,21,2024-01-21,279.99,Clear,0,1.08,2024-01-18
10,21,2024-01-21,280.87,Clouds,0,1.3,2024-01-18
10,21,2024-01-21,282.53,Clouds,0,2.65,2024-01-18
10,21,2024-01-21,282.73,Clouds,0,2.22,2024-01-18
10,21,2024-01-21,281.74,Clouds,0,2.2,2024-01-18
10,21,2024-01-21,281.21,Clear,0,1.76,2024-01-18
10,21,2024-01-22,280.67,Clear,0,0.7,2024-01-18
10,21,2024-01-22,280.47,Clouds,0,1.08,2024-01-18
10,21,2024-01-22,280.51,Clouds,0,0.89,2024-01-18
10,21,2024-01-22,281.72,Clouds,0,0.89,2024-01-18
10,21,2024-01-22,283.75,Clouds,0,1.2,2024-01-18
10,21,2024-01-22,283.8,Clouds,0,2.42,2024-01-18
10,21,2024-01-22,283.01,Clouds,0,5.56,2024-01-18
10,21,2024-01-22,282.09,Clouds,0,6.81,2024-01-18
10,21,2024-01-23,282.48,Clouds,0,9.51,2024-01-18
10,21,2024-01-23,282.44,Clouds,0,10.79,2024-01-18
10,21,2024-01-23,282.93,Clouds,0,9.43,2024-01-18
11,16,2024-01-18,274.98,Clear,0,0.22,2024-01-18
11,16,2024-01-18,276.48,Clouds,0,1.35,2024-01-18
11,16,2024-01-18,278.53,Clouds,0,0.92,2024-01-18
11,16,2024-01-18,278.19,Clouds,0,0.53,2024-01-18
11,16,2024-01-18,277.72,Clouds,0,0.41,2024-01-18
11,16,2024-01-19,277.11,Clouds,0,0.65,2024-01-18
11,16,2024-01-19,276.73,Clear,0,0.64,2024-01-18
11,16,2024-01-19,276.38,Clouds,0,0.71,2024-01-18
11,16,2024-01-19,278.19,Clouds,0,1.02,2024-01-18
11,16,2024-01-19,280.69,Clouds,0,1.37,2024-01-18
11,16,2024-01-19,279.82,Clouds,0,2.13,2024-01-18
11,16,2024-01-19,276.63,Clouds,0,2.62,2024-01-18
11,16,2024-01-19,275.54,Snow,0,3.06,2024-01-18
11,16,2024-01-20,275.03,Snow,0,1.87,2024-01-18
11,16,2024-01-20,274.76,Snow,0,1.09,2024-01-18
11,16,2024-01-20,273.86,Snow,0,0.53,2024-01-18
11,16,2024-01-20,274.68,Clouds,0,1.03,2024-01-18
11,16,2024-01-20,276.88,Clouds,0,1.61,2024-01-18
11,16,2024-01-20,277.48,Clear,0,1.13,2024-01-18
11,16,2024-01-20,275.1,Clear,0,1.49,2024-01-18
11,16,2024-01-20,274.16,Clouds,0,1.01,2024-01-18
11,16,2024-01-21,273.5,Clear,0,1.12,2024-01-18
